,image,caption
408,1095476286_87d4f8664e,A little boy playing in the water .
409,1095476286_87d4f8664e,A young boy is jumping through water being sprayed up from the ground .
410,1095580424_76f0aa8a3e,A Corgi runs out of a tunnel .
411,1095580424_76f0aa8a3e,A dog runs out of a tunnel on a course .
412,1095580424_76f0aa8a3e,Dog running out of tunnel on obstacle course
413,1095580424_76f0aa8a3e,The dog is running out of the tunnel on a dog obedience course .
414,1095580424_76f0aa8a3e,The small brown and white dog is running out of a small tunnel .
415,1095590286_c654f7e5a9,A blond dog and a black and white dog run in a dirt field .
416,1095590286_c654f7e5a9,a dog chases another dog .
417,1095590286_c654f7e5a9,A yellow dog and a black and white dog are running in the dirt .
418,1095590286_c654f7e5a9,Two dogs are running in a field .
419,1095590286_c654f7e5a9,two dogs running around
420,1095980313_3c94799968,A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .
421,1095980313_3c94799968,A little girl with arms outstretched is posing at the beach .
422,1095980313_3c94799968,A young girl walks on a railing in front of the beach .
423,1095980313_3c94799968,Little girl in blue swimsuit standing on a handrail near a beach .
424,1095980313_3c94799968,The little girl in the blue bathing suit is posing at the beach .
425,1096097967_ac305887b4,A black and white dog drinking water from a water spray .
426,1096097967_ac305887b4,A black and white dog is being soaked with a jet of water in a blue paddling pool .
427,1096097967_ac305887b4,A dog sticking its face into the shower from a garden hose .
428,1096097967_ac305887b4,A small white dog gets sprayed by water
429,1096097967_ac305887b4,A white and black dog is jumping into a pool .
430,1096165011_cc5eb16aa6,a boy smiles underwater .
431,1096165011_cc5eb16aa6,A red-headed boy swimming underwater .
432,1096165011_cc5eb16aa6,A small boy swimming underwater
433,1096165011_cc5eb16aa6,A smiling boy swims underwater in a pool .
434,1096165011_cc5eb16aa6,The boys smiles underwater at the pool .
435,1096395242_fc69f0ae5a,A boy with a toy gun .
436,1096395242_fc69f0ae5a,A little boy in orange shorts playing with a toy .
437,1096395242_fc69f0ae5a,A young boy with his foot outstretched aims a toy at the camera in front of a fireplace .
438,1096395242_fc69f0ae5a,A young child plays with his new light-up toy .
439,1096395242_fc69f0ae5a,Boy with toy gun pointed at the camera .
440,109671650_f7bbc297fa,A boy in yellow shorts is standing on top of a cliff .
441,109671650_f7bbc297fa,A boy wearing blue and yellow walking on a cliff edge .
442,109671650_f7bbc297fa,A little boy standing high in the air on a rock .
443,109671650_f7bbc297fa,A young child is standing alone on some jagged rocks .
444,109671650_f7bbc297fa,Child stands near edge of cliff .
445,109738763_90541ef30d,A person on a snowmobile in mid jump .
446,109738763_90541ef30d,A snowmobiler flies through the air .
447,109738763_90541ef30d,A snowmobile rider flies through the air on his or her machine in front of tall pine trees .
448,109738763_90541ef30d,Rider jumps snowmobile high in rural area .
449,109738763_90541ef30d,The man is up in the air .
450,109738916_236dc456ac,People are riding around on snowmobiles .
451,109738916_236dc456ac,People pose with helmets and goggles on while riding snowmobiles .
452,109738916_236dc456ac,Several people are taking a break while on a snowmobiling ride .
453,109738916_236dc456ac,Three people and two snowmobiles .
454,109738916_236dc456ac,Two helmeted men sit on yellow snowmobiles while another man stands behind watching .
455,109823394_83fcb735e1,Three people drive ATVs .
456,109823394_83fcb735e1,Three people on ATVs in a brown field turn their heads to look at the camera .
457,109823394_83fcb735e1,Three people on ATV 's outside .
458,109823394_83fcb735e1,three people on four wheel ATV 's in a field .
459,109823394_83fcb735e1,Three people ride their four wheelers through the field .
460,109823395_6fb423a90f,A four wheeler jumping in an empty field .
461,109823395_6fb423a90f,A man on a four wheeler is flying through the air .
462,109823395_6fb423a90f,A person is riding an orange ATV in a large empty field .
463,109823395_6fb423a90f,Man jumping with all terrain vehicle
464,109823395_6fb423a90f,Man on an ATV catching air !
465,109823397_e35154645f,A man jumps gin the air while riding an ATV
466,109823397_e35154645f,A man on a four-wheeler jumps near a small building .
467,109823397_e35154645f,An ATV is airborne over a field in front of a white structure .
468,109823397_e35154645f,A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .
469,109823397_e35154645f,Man on four wheeler in the air .
470,1100214449_d10861e633,A boy in s striped shirt is jumping in front of a water fountain .
471,1100214449_d10861e633,A boy is jumping off the side of a running stone water fountain in front of a building .
472,1100214449_d10861e633,A happy boy is jumping in front OD city fountain .
473,1100214449_d10861e633,A little boy is jumping in front of a fountain .
474,1100214449_d10861e633,A little boy is playfully jumping off the side of a fountain .
475,1104133405_c04a00707f,A boy carrying a soccer ball .
476,1104133405_c04a00707f,A boy walks with a ball tucked under his arm .
477,1104133405_c04a00707f,A boy walks with a soccer ball near a fence .
478,1104133405_c04a00707f,A boy wearing a white t-shirt walks on the grass and carries a soccer ball .
479,1104133405_c04a00707f,Small boy carries a soccer ball on a field .
480,1105959054_9c3a738096,A child painting a picture .
481,1105959054_9c3a738096,An artist paints clouds onto a canvas .
482,1105959054_9c3a738096,A young girl painting a picture .
483,1105959054_9c3a738096,A young girl with braids is painting with water colors on a white paper on the wall .
484,1105959054_9c3a738096,The child paints on a large paper with water colors .
485,110595925_f3395c8bd6,A cyclist is riding a bicycle on a curved road up a hill .
486,110595925_f3395c8bd6,A man in aerodynamic gear riding a bicycle down a road around a sharp curve .
487,110595925_f3395c8bd6,A man on a mountain bike is pedaling up a hill .
488,110595925_f3395c8bd6,"Man bicycle up a road , while cows graze on a hill nearby ."
489,110595925_f3395c8bd6,The biker is riding around a curve in the road .
490,1107246521_d16a476380,a black dog jumping to catch a rope toy
491,1107246521_d16a476380,A black dog playing fetch with a ball of rope .
492,1107246521_d16a476380,A black dog pounces to get a rope toy .
493,1107246521_d16a476380,A black dog running after his rope toy .
494,1107246521_d16a476380,A large black dog is playing in a grassy yard .
495,1107471216_4336c9b328,A little girl is holding a cine camera in front of her face .
496,1107471216_4336c9b328,A young girl is looking through an old fashioned video camera .
497,1107471216_4336c9b328,A young girl steadies her aim with a camera
498,1107471216_4336c9b328,Girl with rosy cheeks and lips holding black toy gun .
499,1107471216_4336c9b328,There is a kid with a gun .
500,1110208841_5bb6806afe,A black and white Border Collie catches a Frisbee in front of an audience .
501,1110208841_5bb6806afe,a brown and white dog catches a Frisbee in it mouth in front of a group of people .
502,1110208841_5bb6806afe,A brown and white dug jumping up to catch a Frisbee while an audience watches .
503,1110208841_5bb6806afe,"A dog jumps to catch a Frisbee , while many people watch ."
504,1110208841_5bb6806afe,An agile dog catches a Frisbee while a crowd of onlookers watches closely .
505,1112212364_0c48235fc2,A baby is sitting on and playing with smooth rocks .
506,1112212364_0c48235fc2,A baby is stacking rocks on the beach .
507,1112212364_0c48235fc2,A small boy is playing with rocks
508,1112212364_0c48235fc2,A toddler sitting on a pile of rocks holding a rock at a beach .
509,1112212364_0c48235fc2,Toddler sits on a pile of rocks .
510,111497985_38e9f88856,A kid rock climbing against the backdrop of a green valley
511,111497985_38e9f88856,A woman in a striped shirt climbs up a mountain .
512,111497985_38e9f88856,A young man climbs a rocky hill .
513,111497985_38e9f88856,The person has a striped shirt on and is holding on to a rope on a mountain .
514,111497985_38e9f88856,The person in the striped shirt is mountain climbing .
515,111537217_082a4ba060,A man climbing a rock wall
516,111537217_082a4ba060,A man climbing the side of a cliff .
517,111537217_082a4ba060,A man is rock climbing .
518,111537217_082a4ba060,"Man with red shoes , white shirt and grey pants climbing ."
519,111537217_082a4ba060,The young man with the white t-shirt and jeans is rappeling up the rock wall .
520,111537222_07e56d5a30,A climber wearing a blue helmet and headlamp is attached to a rope on the rock face .
521,111537222_07e56d5a30,A man climbs a rocky wall .
522,111537222_07e56d5a30,a rock climber climbs a large rock .
523,111537222_07e56d5a30,A woman in purple snakeskin pants climbs a rock .
524,111537222_07e56d5a30,Person with blue helmet and purple pants is rock climbing .
525,1115565519_d976d4b1f1,A child playing with a fountain at the beach .
526,1115565519_d976d4b1f1,A child plays with a fountain .
527,1115565519_d976d4b1f1,A girl looks at a fountain that sprays water .
528,1115565519_d976d4b1f1,A little girl playing in water on a frog sculpture .
529,1115565519_d976d4b1f1,The little girl is playing with a toy in a public fountain .
530,1115679311_245eff2f4b,A black dog is jumping over a log along a beach .
531,1115679311_245eff2f4b,A black dog runs along the beach and jumps over a wood barrior .
532,1115679311_245eff2f4b,A dog is running on the beach .
533,1115679311_245eff2f4b,a dog jumping over a small wall at a beach near the water .
534,1115679311_245eff2f4b,An animal is running on the beach .
535,111766423_4522d36e56,A black and white bird eating seeds out of someone 's hand
536,111766423_4522d36e56,A black and white bird standing on a hand .
537,111766423_4522d36e56,A small bird sits in a person 's hand and eats seeds .
538,111766423_4522d36e56,Black and white bird standing on hand of someone holding sunflower seeds
539,111766423_4522d36e56,The small bird is clinging to a finger of the hand holding the seeds .
540,1117972841_2b9261f95f,A brown dog is running in the sand .
541,1117972841_2b9261f95f,A brown dog playing in the sand .
542,1117972841_2b9261f95f,A brown dog plays at the beach .
543,1117972841_2b9261f95f,A dog is standing in the sand .
544,1117972841_2b9261f95f,A dog running fast in the sand .
545,1118557877_736f339752,A little boy stands in the surf .
546,1118557877_736f339752,A small child wades through the water while being guided by another person .
547,1118557877_736f339752,A young boy laughs while splashing in the ocean .
548,1118557877_736f339752,a young boy wearing a colorful bathing suit splashing in the ocean
549,1118557877_736f339752,A young child splashing in water .
550,1119015538_e8e796281e,A little tan dog with large ears running through the grass .
551,1119015538_e8e796281e,A playful dog is running through the grass .
552,1119015538_e8e796281e,A small dogs ears stick up as it runs in the grass .
553,1119015538_e8e796281e,The small dog is running across the lawn .
554,1119015538_e8e796281e,this is a small beige dog running through a grassy field
555,1119418776_58e4b93eac,A black and white dog is running through the field .
